sentences|sentiments
tài_liệu học môn này cần được cập_nhật đầy_đủ hơn|0
hướng_dẫn giảng_dạy|1
thầy giảng hay đưa ra đề_bài sát với thực_tế giúp sinh_viên thích_thú hơn trong việc học|2
thầy giảng bài dễ hiểu và hướng_dẫn sinh_viên rất nhiệt_tình|2
cô rất quan_tâm tới sinh_viên yêu cô|2
giáo_viên thân_thiện nhiệt_huyết|2
giảng_viên truyền_đạt chưa tốt không gây hứng_thú cho sinh_viên|0
dạy rất nhiệt_tình đây là môn_học khó nhưng khi tôi học thì thấy nó vô_cùng dễ hiểu|2
ít chữa bài tập|0
ngồi đợi thật lâu từ 9 h sáng đến 2 h trưa cuối_cùng cũng đã đến lượt mình|0
cô dạy nhiệt_tình mặc_dù bài hơi khó hiểu|2
gây rất nhiều áp_lực cho sinh_viên khó_tính|0
giảng_viên nhiệt_tình tận_tâm luôn đưa ra vấn_đề nhiều chiều định_hướng cho sinh_viên tốt|2
cô cho đề quá khó|0
bài giảng của cô <name> bám sát kiến_thức quá đôi_khi lại khô_khan và gây hiện_tượng kinh_điển là buồn_ngủ hoặc chán_nản trong giờ học|0
thầy mới gặp sinh_viên có 2 buổi nội_dung khá khó hiểu để nắm|0
thứ hai cách giảng của thầy chưa hay rất dễ gây chán_chường với sinh_viên cộng với việc tài_liệu không đáp_ứng đủ để về nghiền_ngẫm thì tiết học hôm sau có làm bài tập thì đúng là thảm_họa|0
cô rất tận_tâm|2
tận_tâm hướng_dẫn sinh_viên|2
giảng_viên cần linh_hoạt trong giảng_dạy chuẩn_bị bài_giảng phong_phú|0
cần có thêm tài_liệu tiếng việt để sinh_viên có_thể tìm_hiểu thêm về môn_học cũng như làm các bài_tập|0
vui có tổ_chức thuyết_trình|2
giảng_viên ôn đúng trọng_tâm|2
cần nêu ý_nghĩa quan_trọng của môn_học nhiều hơn|0
môn_học này học quá nhiều thứ không vận_dụng hết những gì đã học có nhiều nội_dung học không để làm gì cả chỉ gây lãng_phí thời_gian|0
thầy cung_cấp các bài_tập rất đúng thời_điểm trong quá_trình học_tập|2
dạy nhiệt_tình và tận_tâm|2
thời_gian chưa được đảm_bảo|0
ngoài dễ_tính và vui_vẻ ra thì cô dạy khá nhàm_chán thường_xuyên cho nghỉ và phải học bù quá nhiều|0
cô truyền_đạt rất hay|2
giáo_viên giảng bài dễ tiếp_thu|2
cô cần dạy chậm và hướng_dẫn chung kỹ hơn|0
cô dạy nhiệt_tình giảng bài_tập hay|2
do đặc_thù của môn_học yêu_cầu sinh_viên phải vận_dụng được lý_thuyết vào phân_tích tìm ra vấn_đề vì vậy nên tăng_cường đưa ra các bài_tập bài lab gần với thực_tiễn để sinh_viên có_thể luyện_tập|0
đôi khi hơi dài dòng|0
deadline dài hơn một_chút|1
cô dạy khô_khan nội_dung nhiều phần thiếu_sót nội_dung thiếu công_thức|0
điều đó là sinh_viên rất khó_chịu trong khoảng thời_gian quản_lý thực_hành bài_tập vì thời_gian lúc_nào cũng phải gấp hơn lớp còn lại|0
có đề_cương cơ_bản chung|1
nên cung_cấp bài_giảng|0
giảng_viên nhiệt_tình vui_tính|2
thầy rất tận_tâm giảng bài truyền_đạt hay và có giọng giảng truyền_cảm|2
giảng_dạy và cho làm bài tập đúng với chương_trình và thực_lực của sinh_viên|2
thầy nhiệt_tình|2
em thấy thầy hơi gia_trưởng em nghĩ chắc tại chúng em còn nhỏ nên cái suy_nghĩ nó hơi khác thế_hệ đi trước giọng thầy hơi khó nghe|0
thầy dạy hay dễ hiểu slide đáp_ứng đủ để sinh_viên hiểu về bài|2
thấy cái gì cũng ổn không đáng chê cũng không đáng khen|1
cần thêm nhiều các ví_dụ minh_họa|0
trang_thiết_bị cần được sửa_chữa và bổ_sung thêm|0
thời_gian deadline cho bài_tập nên là cuối ngày của buổi dạy tiếp_theo hiện_nay là 11 h55 trước ngày học vì có_thể cần lên_lớp để trao_đổi những vấn_đề phát_sinh trong lúc làm bài tập để sửa_đổi|0
đề_nghị nhà_trường dạy kiến_thức xác với thực_tế hơn|0
kết_thúc môn_học muộn|0
thầy nên có biện_pháp để gây hứng_thú trong giờ học do môn này rất dễ gây buồn_ngủ|0
còn lại thì cô giảng_dạy rất tốt|2
ít thấy giảng_viên xuất_hiện|0
cô rất dễ_thương và gần_gũi|2
thầy dạy tốt lên_lớp đúng giờ và luôn tận_tụy với học_sinh|2
khối_lượng kiến_thức bài_tập trong một buổi thực_hành là hơi nhiều với những bài_tập đa_dạng và có độ khó cao điều đó vừa tốt vừa không tốt vì một_số bạn sẽ khó bắt kịp|0
học dồn quá_sức|0
không gửi từ vựng grammar lên courses|0
nhà_trường cần thông_báo trước môn_học cho sinh_viên đăng_ký tránh tình_trạng đăng_ký rồi mới thông_báo môn_học|0
cô dễ_thương và tích_cực ôn bài sát với trọng_tâm giảng bài nhanh_chóng và tập_trung những phần cần_thiết cho sinh_viên dễ hiểu và tiếp_thu|2
giảng_viên nhiệt_tình lên_lớp đầy_đủ|2
thực_hành vẫn còn đi trước lý_thuyết|0
bài tập ít đa_dạng|0
giải bài_tập giúp hiểu hơn về bài_học|1
xin cô cho thêm nhiều ví_dụ về bài giảng|0
thầy không cho chúng em slide cho đến cuối kỳ thầy mới đưa|0
thầy rất tận_tình quan_tâm đến sinh_viên|2
nên dành thời_gian cho các bạn sửa bài rồi mới làm bài mới|0
cô dạy rất nhiệt_tình dễ hiểu|2
giảng_viên giảng_dạy có sự lôi_cuốn dễ hiểu truyền_đạt kiến_thức tốt|2
hình_thức thi nên là đề mở hoặc trắc_nghiệm đề đóng|0
cần cho thêm giáo_trình|0
nhưng nhiều lúc thầy quá khó_tính|0
không phải là môn đi học|0
giảng_viên nên giảng_dạy một_cách sinh_động hơn cho lớp_học|0
mong bộ_môn xem_xét lại cấu_trúc bài thi và chương_trình cần dạy|0
cô dạy hơi nhanh làm em không_thể tiếp_thu được hết|0
cô rất nhiệt_tình và vui_tính ạ|2
không cho bài_tập về nhà|0
chuyên_môn cao|2
thưa không có|1
học cô có động_lực ghê|2
bài tập rất tốt|2
thường_xuyên vắng giờ lên lớp|0
giảng_viên vui_vẻ|2
nhiều tiết học thú_vị|2
giảng_viên giảng hay dễ tiếp_thu|2
sửa bài tập|1
thầy rất tốt và truyền_đạt đầy_đủ kiến_thức tới sinh_viên|2
trang_bị thêm thiết_bị nghe nhìn|0
đôi khi giảng bài quá nhanh|0
học 4 tiết nhồi_nhét quá nhiều kiến_thức|0
năng_nổ nhiệt_tình|2
luôn yêu_cầu sinh_viên nắm vững kiến_thức nền nhất trước khi thực_hành|2
thầy vui_vẻ nhiệt_tình và dạy dễ hiểu|2
thầy vui_vẻ tận_tâm sẵn_sàng giải_đáp thắc của sinh_viên khả_năng truyền_đạt tốt|2
thích cách cô dạy|2
cần có nhiều người như cô|2
hòa đồng|2
hết mình|2
thầy thường sai bảo sinh_viên làm_việc riêng cho thầy trong giờ học|0
giảng_dạy ngắn_gọn dễ hiểu 10 fraction 10 điểm cho thầy luôn|2
thầy dạy rất nhiệt_tình dặn_dò đồ_án thi_cử rất kỹ|2
cô quá tận_tụy|2
giảng_viên chưa làm được điều này hình_thức giảng_dạy không đem lại hiệu_quả cao|0
sau giờ học thầy còn hỏi về tình_hình buổi học có nhanh hay chậm quá không có chỗ nào chưa rõ tình_hình thầy_trợ giảng_dạy sao|2
sôi_nổi vui_tính|2
cô nhiệt_tình lớp sinh_động truyền_đạt kiến_thức tốt|2
nên có cách chấm điểm quá_trình khách_quan hơn|0
đó là giáo_trình và tài_liệu|1
cách dạy chậm_rãi dễ hiểu giảng_viên thân_thiện với sinh_viên|2
hòa đồng vui_vẻ|2
kiểu như giáo_viên chạy cho hết phân_phối chương_trình|0
cách giải bài_tập của thầy lúc_nào cũng ngắn_gọn và dễ hiểu|0
máy_móc trong phòng còn gặp trục_trặc phòng_học rất bụi do lâu ngày không được dọn_dẹp máy cấu_hình còn yếu|0
nếu cảm_thấy muốn học em sẽ tự lên_lớp|1
giảng_viên chưa sử_dụng nhiều hệ_thống website môn_học đặc_biệt là trong việc thông_báo thông_tin quan_trọng đến lớp|0
thầy dạy khá kỹ nhiệt_tình|2
giọng cực khó nghe|0
thầy <name> dạy rất nhiệt_tình giảng_giải từng vấn_đề trọng_điểm rất cụ_thể và rõ_ràng giúp chúng em hiểu rõ đồng_thời có_thể nhớ được những gì mình đã được học ngay tại lớp|2
cách giảng_dạy của giáo_viên khá hay|2
thầy dạy tốt cần phát_huy như thế|2
thái_độ phong_cách làm_việc của thầy|1
em mong mình sẽ lại được học thầy ở các môn quan_trọng khác|2
giáo_viên nhiệt_tình đối_với sinh_viên|2
giảng_viên nên đưa ra thêm những ví_dụ thực_tiễn hơn trong mô_hình kinh_doanh ngoài thực_tế|0
thầy có kiến_thức sâu_rộng về môn_học|2
giáo_viên truyền_đạt kém khó hiểu|0
những vấn_đề thầy đem ra thường quá đi lệch khá xa so với những gì thầy đang giảng_dạy|0
quá thoải_mái cho sinh_viên|0
thầy dạy dễ hiểu truyền_đạt hay tạo điều_kiện thuận_lợi cho sinh_viên tiếp_thu bài|2
dạy dễ hiểu tận_tình|2
không tạo điều_kiện cho sinh_viên thoải_mái học_tập|0
có cái em còn copy trên mạng xuống dot nhưng cơ_mà nhờ thầy hỏi thắc_mắc nhóm em mà nhóm em càng hoàn_chỉnh cái đồ án hơn hiểu được là mình đang học gì đồ_án mình đang làm là gì|2
không kiểm_soát được lớp|0
bài tập hơi nặng|0
tuy_nhiên thầy giảng hơi khó hiểu|0
phân_chia ca học hợp_lý hơn để việc sắp_xếp môn_học được thuận_tiện hơn|0
chịu khó|2
thầy giảng rất hay nhiệt_tình rất dễ hiểu|2
cách truyền_đạt kiến_thức của thầy|2
không hướng_dẫn cho sinh_viên kỹ_năng lập_trình mạng máy_tính|0
giảng_dạy cụ_thể có nhiều dẫn_chứng_minh_hoạ|2
nên sử_dụng máy chiếu để hiện rõ chữ để giảm thời_gian viết tập_trung thời_gian vào việc giải bài_tập minh_họa|0
và đưa ra các gợi_ý về nhà tìm_hiểu những thứ bên lề giúp_ích trong việc học|2
thầy vui_tính giảng bài dễ hiểu thân_thiện với sinh_viên|2
giảng khó hiểu nói_chuyện ngoài_lề đi trễ đuổi sinh_viên về sớm|0
khá giống lúc học phổ_thông|1
thầy dạy quá chi_tiết với đồ_án thầy hướng dân hết rồi không có gì để làm nữa|0
giảng_viên tận_tâm nhiệt_huyết|2
giáo_viên giảng dễ hiểu nhiệt_tình|2
thầy truyền_cảm_hứng học cho các em cũng như sự chân_thành truyền_đạt của thầy thật quý_báu|2
giảng_viên giảng_dạy nhiệt_tình phương_pháp dạy hay|2
phần tài_liệu|1
cô cực_kỳ nhiệt_tình|2
thầy nên báo nghỉ sớm hơn ít_nhất 1 2 ngày để sinh_viên đỡ mất_công đến lớp rồi lại ra về|0
chưa có sự tương_tác nhiều với sinh_viên|0
dạy kỹ ôn thi cũng kỹ không bỏ_sót phần_nào|2
thời_gian hướng_dẫn thực_hành quá ít so với môn_học|0
phòng máy <name> khá tốt đáp_ứng nhu_cầu của sinh_viên mong rằng các phòng máy khác cũng có được trang_bị như vậy|2
học vui|2
giỏi|2
chưa giúp tôi phát_triển được tốt nhất khả_năng của mình|0
giảng_viên truyền_đạt tận_tâm dễ hiểu|2
cùng sinh_viên giải nhiều bài tập|2
dễ hiểu|2
truyền_đạt không tốt|0
đảm_bảo giờ lên lớp hiệu_quả|2
dạy tận_tâm cung_cấp thêm nhiều kiến_thức không có trong môn_học giờ học thực_hành rất hiệu_quả|2
giảng_viên nhiệt_tình với các bài trên lớp|2
điều_kiện cơ_sở_vật_chất còn ảnh_hưởng đến chất_lượng môn_học|0
thực_hành chạy quá nhanh và khó hiểu|0
giảng_viên chưa hướng_dẫn kỹ những bài_tập sinh_viên không làm được hoặc làm sai|0
giảng_viên hòa_đồng và kể rất nhiều chuyện mang tính cập_nhật thời_sự|2
cô rất tận_tâm giảng_dạy|2
cô nhiệt_tình trong việc giảng_dạy và giúp_đỡ sinh_viên|2
cô giảng bài dễ hiểu thoải_mái vui_tính cute phương_pháp_học nhiều kiểu cho mỗi đứa|2
phần đầu thầy giảng không hiểu bọn em có về xem_lại nhưng thật_sự không tiếp_thu lại được bao_nhiêu|0
thầy rất tâm_huyết với sinh_viên|2
giảm thời_gian thực_hành tăng số buổi thực_hành khuyến_khích hoạt_động thực_hành ở nhà để phân_bố thời_gian thực_hành tốt|0
nhiệt_tình hướng_dẫn|2
thầy dạy nhiệt_tình cám_ơn thầy|2
em nghĩ môn này chỉ nên dành cho khoa khoa_học máy_tính kỹ_thuật máy_tính|0
khi được học với thầy <name> em cảm_thấy hài_lòng hơn hẳn những giảng_viên trước|2
thầy dạy tận_tâm với sinh_viên|2
cách_thức truyền_đạt kiến_thức chưa hiệu_quả sinh_viên khó tiếp_thu|0
tại_sao thầy không tổng_hợp bài_tập rồi cho sinh_viên đem in photo ra|0
thầy giảng cặn_kẽ dễ hiểu|2
cần nâng cao cơ_sở_vật_chất của phòng_học|0
vào lớp muộn ra trễ làm ảnh_hưởng tới các hoạt_động khác của sinh_viên|0
cô dạy rất tận tậm và yêu_mến học_sinh|2
mong giảng_viên có_thể lên_lớp đúng giờ hơn và khi có nghĩ tiết thì cần thông_báo trước cho sinh_viên biết trước|0
lượng kiến_thức đầy_đủ|2
em chỉ thắc_mắc nội_dung môn_học có_vẻ khác so với tên môn_học em cứ nghĩ môn này là để sinh_viên cập_nhật các vấn_đề hiện_đại chứ|0
giảng_viên dạy tận_tình|2
đến cuối kỳ sẽ đỡ bỡ_ngỡ hơn|1
cung_cấp nhiều kiến_thức thực_tế và các kiến_thức khác ngoài môn_học giúp sinh_viên có cái nhìn tổng_quan hơn về môn_học|2
đây là tình_trạng chung của tất_cả các lớp thực_hành không chỉ riêng lớp này|1
máy chiếu mờ|0
môn thiên về kiến_thức lập_trình nhưng lại bắt_buộc thi lý_thuyết trên giấy là không hợp_lý|0
thầy nghiêm_túc và lên lớp đây đủ xong chưa tạo được hứng_thú khi học|0
giảng_viên gần_gũi với sinh_viên giải_đáp các thắc_mắc của sinh_viên|2
có cảm_giác cô giảng không thu_hút em|0
thầy đi rất đúng giờ và nhiệt_tình|2
thời_lượng ít|0
đảm_bảo số ngày lên_lớp số tiết dạy|2
nhiệt tình thân_thiện|2
hướng_dẫn cụ_thể rõ_ràng|2
hơi khó hiểu chút_xíu|0
nên giảm bớt số từ_vựng học trên lớp|0
thầy cần cho sinh_viên làm và sửa bài_tập trên lớp nhiều hơn|0
nên có nhiều tài_liệu hay và cập_nhật hơn sát với môn_học hơn|0
phương_pháp thầy cho các bạn thuyết_trình trên lớp cũng không khả_quan một buổi học đến 4 nhóm thuyết_trình về 4 chủ_đề khác nhau|0
cô dạy dễ hiểu cho điểm rẻ điểm_danh công_bằng giảng_dạy có mạch tạo cảm_hứng học|2
thầy dạy chán buồn_ngủ|0
thầy giảng bài rất hay dễ hiểu|2
mong thầy thay_đổi trong các học_kỳ sau|1
những bài ôn_tập không quá trên trời mà đi thẳng vào vấn_đề|2
thầy luôn hỗ_trợ và dạy bù kịp_thời cho sinh_viên|2
thầy không đảm_bảo được giờ lên_lớp liên_tục cho nghỉ sau đó báo bù và cuối_cùng cũng nghỉ luôn buổi bù ngày hôm đó mà không báo trước|0
có những lúc thầy vào rất sớm nhưng khoảng 13 h30 hoặc 13 h45 thì mới chịu đọc slide|0
mong nhà_trường có sự điều_chỉnh cho các khoá học sau_này|0
thầy giảng_dạy hay dễ hiểu trình_bày có chiều sâu|2
thầy dạy tận_tâm nhiệt_tình vui_vẻ|2
mọi thứ đều tuyệt_vời|2
dạy kỹ bài tập|2
cô nhiệt_tình giúp_đỡ tận_tâm với công_việc|2
chưa biết cách truyền_đạt|0
mạng wifi thì không vào được mạng dây thì cột chặt vào pc|0
lớp học hơi buồn chán|0
thầy ôn không đúng bám sát với đề thi cuối kỳ|0
nên tận_tình hơn với sinh_viên|0
nhiều câu hỏi không biết cách trả_lời|0
lớp_học trầm|0
bài giảng thú_vị dễ hiểu khả_năng truyền_đạt kiến_thức tốt|2
phòng thiếu quạt|0
tận_tình và up tài_liệu trên module nhiều rất tiện việc theo_dõi và cả song_ngữ|2
sinh_viên không được cung_cấp nhiều tài_liệu cho môn_học ngoài slide của giảng_viên cung_cấp|0
dạy dễ hiểu và hiệu_quả|2
đem nhiều hình_thức như học từ vựng qua một_số hình_ảnh học ngữ_pháp qua một_số ví_dụ cơ_bản và một_số dẫn_chứng_thực_tế luyện nói thường_xuyên và hỗ_trợ sinh_viên tự_tin khi nói tự_tin trình_bày vấn_đề luyện nghe thường_xuyên hỗ_trợ sinh_viên có_thể hiểu được vấn_đề của bài nghe hỗ_trợ các phương_pháp đọc viết và một_số kỹ_năng trong giao_tiếp|2
vui_tính hòa_đồng với sinh_viên|2
giảng_viên nhiệt_tình đúng giờ thân_thiện|2
giảng_viên dạy trọng_tâm môn_học|2
cô cho nghỉ nhiều quá mặc_dù đã có bù nhưng nên đảm_bảo đúng lịch để sinh_viên sắp_xếp thời_gian bởi_vì sinh_viên vẫn phải dành thời_gian đi học bù|0
môn này cũng được nghe thầy nói của chỉ có ở trường chúng_ta|1
cần phải cân_bằng kiến_thức giữa lý_thuyết và thực_hành phần thực_hành luôn đi trước lý_thuyết sinh_viên không biết phải làm bài thực_hành như thế_nào giảng_viên thực_hành không hướng_dẫn cụ_thể cho sinh_viên làm bài chỉ đưa lab rồi bắt sinh_viên tự làm|0
không có bài giải ví_dụ mẫu được đưa ra nhằm tiệm_cận sinh_viên với chuẩn code|0
môn này em bị trùng lịch học do lịch thực_hành hình_thức 2 được công_bố sau vì_thế mà thời_gian đi học thực_hành của em cũng bị hạn_chế|0
cô dạy rất tốt|2
có lúc nghiêm_khắc cho bài_tập hơi nhiều|0
giảng_viên giảng_dạy tận_tình|2
slide khi khó hiểu vì_vậy khi kết_hợp slide và nghe cô giảng mới hiểu|0
thầy hơi khó_tính nhưng dạy khá hay|2
như vậy sinh_viên làm đồ_án sẽ không có tương_tác thực_tế với giảng_viên tương_tác qua moodle thì vẫn được|0
thiết_kế bài_giảng chưa thuyết_phục|0
giảng_viên giảng hay dễ hiểu dễ vận_dụng|2
bài thực_hành phong_phú và đa_dạng tiếp_xúc được với công_nghệ mới|2
tận_tâm trong giảng_dạy không phiền hay trách khi sinh_viên không nhớ kiến_thức cũ|2
dạy dở|0
đảm_bảo thời_gian dạy bài_tập nhiều để rèn_luyện|2
cần thêm thời_gian thực_hành|0
hệ_thống chấm điểm thực_hành wecode rất tiện_lợi hiệu_quả|2
dạy quá nhanh dot làm cho mức_độ hiểu bài của sinh_viên chỉ thêm hạn_hẹp|0
phải nghe những thứ mà chưa được thấy thì thật khó mà tiếp_thu|0
đa_phần sinh_viên không tập_trung học nhiệt_tình nên không theo kịp|0
giảng_viên gần_gũi với học_sinh tạo không_khí sôi_nổi trong giờ lên lớp|2
nhưng buổi thực_hành hết sưc bổ_ích và tính ứng_dụng cực cao|2
giáo_viên tận_tâm chỉ dạy nhiệt_tình giúp_đỡ sinh_viên|2
giảng bài nhiệt_tình và nội_dung khá dễ hiểu bổ_ích|2
nhưng em có đi học một buổi thực_hành trên trường|0
một_số phòng thực_hành nên thay dàn máy phù_hợp hơn|0
vậy là được|2
lên lớp trễ thường_xuyên 2 buổi báo nghĩ vào giờ_chót|0
cô giảng_dạy thiếu tinh_thần không giảng_giải kỹ ví_dụ toàn lướt qua gây thiếu kiến_thức cho sinh_viên|0
giảng hơi khó hiểu|0
giảng_viên cần nhiệt_tình hơn|0
thường_thường vào lớp_học chúng_em rất buồn_ngủ vì thầy giảng luôn với tốc_độ đều_đều|0
giảng_viên tạo điểu kiện sinh_viên hoạt_động|2
nhiều lúc nội_dung thực_hành không đồng_bộ với nội_dung đã học ở lớp lý_thuyết|0
tăng_cường giảng_viên hỗ_trợ thực_hành|0
dạy rất kỹ|2
tiếng anh của thầy không tốt|0
phòng thực_hành quy_mô chưa lớn vẫn còn các máy_tính không sử_dụng được|0
sự nhiệt_huyết và tận_tâm|2
sinh_viên tốn thời_gian lên trường mà không được học|0
thầy vui_tính tận_tâm|2
cô dạy nhiệt_tình thoải_mái vui_vẻ và tận_tình|2
anh <name> ơi cho đề cuối kỳ dễ dễ đi|0
cô rất vui_vẻ phong_cách dạy rất thoải_mái dễ hiểu|2
thầy có_thể cho nhiều bài_tập hơn nhưng ở dạng tùy chọn hoặc bài tham_khảo thêm ngoài những bài_tập bắt_buộc|0
dạy nhưng toàn kêu sinh_viên về tự nghiên_cứu và code|0
giảng_viên giảng còn khó hiểu|0
giảng_viên vui_tính nhiệt_tình và tận_tâm với công_việc|2
thầy dạy rất có tâm_huyết với học_sinh|2
nói_chung em rất thích thầy colonsmile|2
nghiêm_túc trong việc dạy vui_tính|2
cách_thức trình_bày bài_giảng của thầy chưa tiếp_cận được học_sinh|0
vui_vẻ khá chăm_lo cho sinh_viên|2
thầy dễ_tính giảng dễ hiểu|2
giảng_viên nên tổ_chức ôn_tập các bài đã qua trong một hai buổi học để cũng cố kiến_thức cho sinh_viên|0
khả_năng truyền_đạt khó hiểu cho sinh_viên không có gây hứng_thú|0
so_sánh không mang tính tương_quan|0
thầy dạy sửa bài và cho nhiều bài tập|2
nhà_trường cần công_bố điểm sớm hơn các thiết_bị máy chiếu loa micro cần được đảm_bảo hơn|0
thầy nhiệt_tình tận_tâm với sinh_viên|2
chỉnh lại thời_lượng làm bài thi và nội_dung thi vì không tương_thích đề dài và thời_gian ngắn|0
tốt và nhiệt_tình trong giảng bài|2
thầy dạy quá tốt không ý_kiến|2
giáo_viên thường_xuyên liên_lạc trao_đổi với sinh_viên|2
giảng_viên nhiệt_tình giải_thích kỹ càng|2
giảng_viên dạy khá nhạt và chán giọng nói đều_đều khô_khan|0
và em nghĩ mức_độ gây áp_lực về nội_dung bài_tập còn ít nội_dung bài_tập chưa nâng cao và yêu_cầu nhiều về kiến_thức|0
điều em không hài_lòng nhất là đôi lúc giảng bài hơi nhanh|0
đôi khi dạy khiến học_sinh buồn_ngủ bởi cách dạy chưa hay hoặc bài_học khó nhưng chưa chỉ ra hợp_lý|0
cảm_ơn boss|2
cách dạy thiếu khoa_học cứng_nhắc quá áp_đặt không thu_hút gó bó tư_duy của sinh_viên|0
nên thêm thời_gian học|0
cô dạy nhiệt_tình tận_tâm với sinh_viên|2
thầy giảng tận_tâm nhiệt_tình|2
thầy đẹp_trai quá làm sinh_viên mất tập_trung|0
hiệu_quả trình_bày kiến_thức không cao|0
khi sinh_viên hỏi thì thầy không biết phải đi qua máy khác xem rồi mới biết đường để chỉ sinh_viên|0
cô rất sâu_sát đến từng bạn|2
nội_dung bài thực_hành nên chú_trọng vào chất_lượng hơn là số_lượng|0
phương_pháp thầy dạy giống cấp 3 làm em nhớ hồi cày cuốc colonsmile|0
cách truyền_đạt khó hiểu không có gì mới trong bài giảng|0
thầy giảng kỹ liên_hệ thực_tiễn rõ_ràng nhưng tiếc là giọng của thầy ấm_áp quá học trưa nên dễ buồn_ngủ|0
các nội_dung trong tài_liệu môn_học chưa đầy_đủ và chi_tiết chưa đi sâu vào bản_chất của vấn_đề đặc_biệt là phần xml và hướng đối_tượng|0
cô nhiệt_tình giảng_dạy dù lúc cô hỏi không bạn nào thèm trả_lời câu_hỏi của cô|2
số bài thực_hành quá nhiều cho một môn thực_hành hình_thức 2|0
phần thực_hành khó em thường làm rất mơ_hồ và không hiểu ý_nghĩa của bài tập|0
không học gì|0
thầy nhiệt_tình ân_cần|2
em mong môn_học cập nhập thêm nhiều điều mới có những ví_dụ thực_tiễn sinh_động nội_dung môn_học nên súc_tích và nhấn_mạnh trọng_tâm hơn|0
luôn giải_đáp thắc_mắc của sinh_viên dạy dễ hiểu|2
giảng_viên dạy khó hiểu|0
học xong môn_học chỉ có_thể nói chắc_chắn một điều đủ để chém gió còn lại thực_tế mạng là cái gì|0
thầy dạy dễ tiếp_thu|2
nếu liên_hệ thực_tế liên_kết của môn_học với các mô_học sau ngành_nghề sau_này em nghĩ sẽ dễ hiểu và tiếp_thu môn_học hơn|0
thầy cho bài_tập để sinh_viên không quên kiến_thức trong kỳ quân_sự thường_xuyên cho bài_tập không ngừng giải_thích và chỉ rõ những cái các chỗ sai của sinh_viên trong quá_trình làm bài tập|2
thầy luôn đến sớm hơn sinh_viên|2
thầy nói_chuyện linh_tinh hơi nhiều|0
đừng quá nhiều lý_thuyết|0
môn_học cần tạo được định_hướng cho sinh_viên làm đồ_án ngay từ đầu gần cuối kỳ chúng em mới biết làm cái gì nên lúc đó chạy đồ_án rất là cực và còn nhiều sai_sót cho đồ_án của mình|0
cô rất nhiệt_tình|2
vận_dụng được một_số kiến_thức để áp_dụng những môn_học sau|2
có thông_báo cho sinh_viên rất đầy_đủ|2
tận_tâm nhiệt_tình hăng_say|2
một_số bài lab khá dài và nâng cao|0
cô quá dễ_thương|2
giảng_viên đảm_bảo giờ lên_lớp dạy kỹ càng và rất dễ hiểu|2
thầy hầu_như chỉ giảng bài trên slide|0
thầy dạy rất hay em hài_lòng về cách giảng_dạy của thầy|2
thầy giảng buồn_ngủ không nhiệt_tình bài_tập thực_hành không có|0
thầy có nhiều kiến_thức hay|2
thời_gian làm bài tập nên kéo_dài hơn một_chút|0
giảng_viên truyền_đạt kiến_thức sát với thực_tiễn giúp dễ hiểu|2
vui_vẻ với sinh_viên cung_cấp tài_liệu đây đủ cho môn_học|2
tích_cực giảng_dạy thường_xuyên giúp_đỡ sinh_viên|2
nhiệt_tình vui_vẻ|2
chúc thầy sẽ những thành_công trong việc giảng_dạy sắp tới|2
quan_tâm tới học_sinh|2
thầy cho làm bài tập nhưng không giải làm sinh_viên không biết đúng_sai như thế_nào|0
cần trang_bị máy bàn cấu_hình cao hơn vì chạy chương_trình không nổi|0
sử_dụng hệ_thống làm bài online để làm bài tập|1
nội_dung môn_học quá rộng nên điều_chỉnh lại và tập_trung vào những phần quan_trọng|0
thầy rất tốt rất nhiệt_tình|2
thầy giảng ngắn ngọn nhưng rất dễ hiểu|2
dạy dễ_nghe dễ hiểu|2
chưa đi sâu vào cốt_lõi của vấn_đề|0
giảng_dạy dễ hiểu rõ_ràng minh_bạch dẫn_chứng cụ_thể|2
mong thầy cố_gắng giải bài_tập thực_tế nhiều hơn|0
tiết sửa bài_tập không đạt được hiệu_quả cao|0
dặn sinh_viên tham_gia seminar một_cách tự_nguyện nhưng lại bắt viết bài thu_hoạch lấy điểm quá_trình|0
cô dạy hơi nhanh nhiều sinh_viên không hiểu hết vấn_đề|0
thầy dạy rất tâm_huyết|2
không ai có_thể không hài_lòng về cách dạy của cô trừ những bạn không đi học|2
dạy rất chán|0
thầy có cách giảng_dạy lưu_loát truyền_đạt dễ hiểu|2
dạy nhiệt_tình và có thêm buổi học phụ_đạo|2
tên môn_học là quản_trị mạng nhưng nó chẳng đúng với nội_dung đã học ở trên lớp|0
slide tài_liệu các chương thường không có hoặc thường rất ít các bài_tập mà chỉ tập_trung vào slide ôn_tập cuối kỳ fraction giữa kỳ|0
giảng_viên vần tạo thêm động_lực_học cho sinh_viên|2
thực_hành luôn đi trước lý_thuyết rất bất_cập mong nhà_trường chỉnh sửa lại cho phù_hợp|0
bài giảng mang tính thực_tế cao giảng_viên tận_tình hướng_dẫn|2
thầy dạy có tâm thường dạy quá giờ|2
một_số nội_dung cơ_bản như doubledot cấu_trúc của json xml|1
cần tăng_cường các buổi training do giảng_viên đứng lớp để giải thêm các bài_tập|0
còn nhiều chỗ thiếu_sót|0
rất ok về mọi phần|2
chép nhiều ví_dụ gây mất thời_gian 3 tiết học trở_thành 5 tiết học|0
giáo_viên nói tiếng hơi khó nghe|0
